门店编号,门店名称,电表编号,抄表日期,抄表时间,读数,单位,时区,开门时间,关门时间,抄表员,是否修正,原值
S001,中关村店,M002,2024-06-07,08:00:00,5084.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-07,12:00:00,5087.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-07,18:00:00,5095.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-07,22:00:00,5093.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-08,08:00:00,5096.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-08,12:00:00,5099.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-08,18:00:00,5107.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-08,22:00:00,5105.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-09,08:00:00,5108.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-09,12:00:00,5111.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-09,18:00:00,5119.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-09,22:00:00,5117.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-10,08:00:00,5120.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-10,12:00:00,5123.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-10,18:00:00,5131.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-10,22:00:00,5129.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-11,08:00:00,5132.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-11,12:00:00,5135.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-11,18:00:00,5143.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-11,22:00:00,5141.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-12,08:00:00,5144.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-12,12:00:00,5147.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-12,18:00:00,5155.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-12,22:00:00,5153.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-13,08:00:00,5156.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-13,12:00:00,5159.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-13,18:00:00,5167.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-13,22:00:00,5165.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-14,08:00:00,5168.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-14,12:00:00,5171.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-14,18:00:00,5179.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-14,22:00:00,5177.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-15,08:00:00,5180.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-15,12:00:00,5183.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-15,18:00:00,5191.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S001,中关村店,M002,2024-06-15,22:00:00,5189.0,kWh,Asia/Shanghai,08:00:00,22:00:00,张三,否,
S002,国贸店,M003,2024-06-01,08:00:00,8012.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-01,12:00:00,8015.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-01,18:00:00,8023.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-01,22:00:00,8021.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-02,08:00:00,8024.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-02,12:00:00,8027.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-02,18:00:00,8035.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-02,22:00:00,8033.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-03,08:00:00,8036.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-03,12:00:00,8039.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-03,18:00:00,8047.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-03,22:00:00,8045.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-04,08:00:00,8048.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-04,12:00:00,8051.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-04,18:00:00,8059.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-04,22:00:00,8057.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-05,08:00:00,8060.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-05,12:00:00,8063.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-05,18:00:00,8071.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-05,22:00:00,8069.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-06,08:00:00,8072.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-06,12:00:00,8075.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-06,18:00:00,8083.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-06,22:00:00,8081.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-07,08:00:00,8084.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-07,12:00:00,8087.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-07,18:00:00,8095.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-07,22:00:00,8093.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-08,08:00:00,8096.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-08,12:00:00,8099.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-08,18:00:00,8107.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-08,22:00:00,8105.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-09,08:00:00,8108.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-09,12:00:00,8111.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-09,18:00:00,8119.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-09,22:00:00,8117.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-10,08:00:00,8120.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-10,12:00:00,8123.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-10,18:00:00,8131.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-10,22:00:00,8129.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-11,08:00:00,8132.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-11,12:00:00,8135.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-11,18:00:00,8143.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-11,22:00:00,8141.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-12,08:00:00,8144.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-12,12:00:00,8147.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-12,18:00:00,8155.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-12,22:00:00,8153.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-13,08:00:00,8156.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-13,12:00:00,8159.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-13,18:00:00,8167.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-13,22:00:00,8165.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-14,08:00:00,8168.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-14,12:00:00,8171.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-14,18:00:00,8179.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-14,22:00:00,8177.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-15,08:00:00,8180.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-15,12:00:00,8183.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-15,18:00:00,8191.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M003,2024-06-15,22:00:00,8189.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-01,08:00:00,4012.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-01,12:00:00,4015.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-01,18:00:00,4023.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-01,22:00:00,4021.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-02,08:00:00,4024.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-02,12:00:00,4027.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-02,18:00:00,4035.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-02,22:00:00,4033.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-03,08:00:00,4036.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-03,12:00:00,4039.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-03,18:00:00,4047.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-03,22:00:00,4045.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-04,08:00:00,4048.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-04,12:00:00,4051.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-04,18:00:00,4059.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-04,22:00:00,4057.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-05,08:00:00,4060.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-05,12:00:00,4063.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-05,18:00:00,4071.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-05,22:00:00,4069.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-06,08:00:00,4072.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-06,12:00:00,4075.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-06,18:00:00,4083.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-06,22:00:00,4081.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-07,08:00:00,4084.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-07,12:00:00,4087.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-07,18:00:00,4095.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-07,22:00:00,4093.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-08,08:00:00,4096.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-08,12:00:00,4099.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-08,18:00:00,4107.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-08,22:00:00,4105.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-09,08:00:00,4108.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-09,12:00:00,4111.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-09,18:00:00,4119.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-09,22:00:00,4117.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-10,08:00:00,4120.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-10,12:00:00,4123.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-10,18:00:00,4131.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-10,22:00:00,4129.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-11,08:00:00,4132.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-11,12:00:00,4135.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-11,18:00:00,4143.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-11,22:00:00,4141.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-12,08:00:00,4144.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-12,12:00:00,4147.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
S002,国贸店,M004,2024-06-12,18:00:00,4155.0,kWh,Asia/Shanghai,09:00:00,23:00:00,张三,否,
