store_id,store_name,meter_id,reading_date,reading_time,reading_value,reading_unit,timezone,opening_time,closing_time,operator
S001,中关村店,M001,2024-06-03,08:00,10036,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-03,12:00,10039,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-03,18:00,10047,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-03,22:00,10045,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-03,08:00,5036,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-03,12:00,5039,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-03,18:00,5047,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-03,22:00,5045,kWh,Asia/Shanghai,08:00,22:00,张三
S002,国贸店,M003,2024-06-03,08:00,8036,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-03,12:00,8039,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-03,18:00,8047,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-03,22:00,8045,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-03,08:00,4036,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-03,12:00,4039,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-03,18:00,4047,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-03,22:00,4045,kWh,Asia/Shanghai,09:00,23:00,张三
S003,望京店,M005,2024-06-03,08:00,12036,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-03,12:00,12039,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-03,18:00,12047,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-03,22:00,12045,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-03,08:00,6036,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-03,12:00,6039,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-03,18:00,6047,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-03,22:00,6045,kWh,Asia/Shanghai,08:30,21:30,张三
S001,中关村店,M001,2024-06-04,08:00,10048,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-04,12:00,10051,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-04,18:00,10059,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-04,22:00,10057,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-04,08:00,5048,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-04,12:00,5051,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-04,18:00,5059,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-04,22:00,5057,kWh,Asia/Shanghai,08:00,22:00,张三
S002,国贸店,M003,2024-06-04,08:00,8048,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-04,12:00,8051,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-04,18:00,8059,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-04,22:00,8057,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-04,08:00,4048,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-04,12:00,4051,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-04,18:00,4059,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-04,22:00,4057,kWh,Asia/Shanghai,09:00,23:00,张三
S003,望京店,M005,2024-06-04,08:00,12048,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-04,12:00,12051,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-04,18:00,12059,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-04,22:00,12057,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-04,08:00,6048,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-04,12:00,6051,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-04,18:00,6059,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-04,22:00,6057,kWh,Asia/Shanghai,08:30,21:30,张三
S001,中关村店,M001,2024-06-05,08:00,10060,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-05,12:00,10063,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-05,18:00,10071,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-05,22:00,10069,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-05,08:00,5060,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-05,12:00,5063,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-05,18:00,5071,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-05,22:00,5069,kWh,Asia/Shanghai,08:00,22:00,张三
S002,国贸店,M003,2024-06-05,08:00,8060,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-05,12:00,8063,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-05,18:00,8071,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-05,22:00,8069,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-05,08:00,4060,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-05,12:00,4063,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-05,18:00,4071,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-05,22:00,4069,kWh,Asia/Shanghai,09:00,23:00,张三
S003,望京店,M005,2024-06-05,08:00,12060,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-05,12:00,12063,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-05,18:00,12071,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-05,22:00,12069,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-05,08:00,6060,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-05,12:00,6063,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-05,18:00,6071,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-05,22:00,6069,kWh,Asia/Shanghai,08:30,21:30,张三
S001,中关村店,M001,2024-06-06,08:00,10072,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-06,12:00,10075,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-06,18:00,10083,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-06,22:00,10081,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-06,08:00,5072,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-06,12:00,5075,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-06,18:00,5083,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-06,22:00,5081,kWh,Asia/Shanghai,08:00,22:00,张三
S002,国贸店,M003,2024-06-06,08:00,8072,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-06,12:00,8075,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-06,18:00,8083,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-06,22:00,8081,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-06,08:00,4072,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-06,12:00,4075,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-06,18:00,4083,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-06,22:00,4081,kWh,Asia/Shanghai,09:00,23:00,张三
S003,望京店,M005,2024-06-06,08:00,12072,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-06,12:00,12075,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-06,18:00,12083,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-06,22:00,12081,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-06,08:00,6072,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-06,12:00,6075,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-06,18:00,6083,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-06,22:00,6081,kWh,Asia/Shanghai,08:30,21:30,张三
S001,中关村店,M001,2024-06-07,08:00,10084,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-07,12:00,10087,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-07,18:00,10095,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-07,22:00,10093,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-07,08:00,5084,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-07,12:00,5087,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-07,18:00,5095,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-07,22:00,5093,kWh,Asia/Shanghai,08:00,22:00,张三
S002,国贸店,M003,2024-06-07,08:00,8084,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-07,12:00,8087,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-07,18:00,8095,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-07,22:00,8093,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-07,08:00,4084,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-07,12:00,4087,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-07,18:00,4095,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-07,22:00,4093,kWh,Asia/Shanghai,09:00,23:00,张三
S003,望京店,M005,2024-06-07,08:00,12084,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-07,12:00,12087,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-07,18:00,12095,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-07,22:00,12093,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-07,08:00,6084,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-07,12:00,6087,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-07,18:00,6095,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-07,22:00,6093,kWh,Asia/Shanghai,08:30,21:30,张三
S001,中关村店,M001,2024-06-08,08:00,10096,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-08,12:00,10099,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-08,18:00,10107,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-08,22:00,10105,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-08,08:00,5096,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-08,12:00,5099,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-08,18:00,5107,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-08,22:00,5105,kWh,Asia/Shanghai,08:00,22:00,张三
S002,国贸店,M003,2024-06-08,08:00,8096,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-08,12:00,8099,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-08,18:00,8107,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-08,22:00,8105,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-08,08:00,4096,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-08,12:00,4099,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-08,18:00,4107,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-08,22:00,4105,kWh,Asia/Shanghai,09:00,23:00,张三
S003,望京店,M005,2024-06-08,08:00,12096,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-08,12:00,12099,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-08,18:00,12107,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-08,22:00,12105,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-08,08:00,6096,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-08,12:00,6099,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-08,18:00,6107,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-08,22:00,6105,kWh,Asia/Shanghai,08:30,21:30,张三
S001,中关村店,M001,2024-06-09,08:00,10108,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-09,12:00,10111,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-09,18:00,10119,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-09,22:00,10117,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-09,08:00,5108,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-09,12:00,5111,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-09,18:00,5119,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-09,22:00,5117,kWh,Asia/Shanghai,08:00,22:00,张三
S002,国贸店,M003,2024-06-09,08:00,8108,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-09,12:00,8111,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-09,18:00,8119,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-09,22:00,8117,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-09,08:00,4108,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-09,12:00,4111,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-09,18:00,4119,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-09,22:00,4117,kWh,Asia/Shanghai,09:00,23:00,张三
S003,望京店,M005,2024-06-09,08:00,12108,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-09,12:00,12111,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-09,18:00,12119,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-09,22:00,12117,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-09,08:00,6108,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-09,12:00,6111,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-09,18:00,6119,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-09,22:00,6117,kWh,Asia/Shanghai,08:30,21:30,张三
S001,中关村店,M001,2024-06-10,08:00,10120,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-10,12:00,10123,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-10,18:00,10131,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-10,22:00,10129,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-10,08:00,5120,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-10,12:00,5123,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-10,18:00,5131,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-10,22:00,5129,kWh,Asia/Shanghai,08:00,22:00,张三
S002,国贸店,M003,2024-06-10,08:00,8120,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-10,12:00,8123,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-10,18:00,8131,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-10,22:00,8129,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-10,08:00,4120,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-10,12:00,4123,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-10,18:00,4131,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-10,22:00,4129,kWh,Asia/Shanghai,09:00,23:00,张三
S003,望京店,M005,2024-06-10,08:00,12120,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-10,12:00,12123,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-10,18:00,12131,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-10,22:00,12129,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-10,08:00,6120,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-10,12:00,6123,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-10,18:00,6131,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-10,22:00,6129,kWh,Asia/Shanghai,08:30,21:30,张三
S001,中关村店,M001,2024-06-11,08:00,10132,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-11,12:00,10135,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-11,18:00,10143,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-11,22:00,10141,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-11,08:00,5132,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-11,12:00,5135,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-11,18:00,5143,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-11,22:00,5141,kWh,Asia/Shanghai,08:00,22:00,张三
S002,国贸店,M003,2024-06-11,08:00,8132,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-11,12:00,8135,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-11,18:00,8143,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-11,22:00,8141,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-11,08:00,4132,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-11,12:00,4135,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-11,18:00,4143,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-11,22:00,4141,kWh,Asia/Shanghai,09:00,23:00,张三
S003,望京店,M005,2024-06-11,08:00,12132,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-11,12:00,12135,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-11,18:00,12143,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M005,2024-06-11,22:00,12141,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-11,08:00,6132,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-11,12:00,6135,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-11,18:00,6143,kWh,Asia/Shanghai,08:30,21:30,张三
S003,望京店,M006,2024-06-11,22:00,6141,kWh,Asia/Shanghai,08:30,21:30,张三
S001,中关村店,M001,2024-06-12,08:00,10144,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-12,12:00,10147,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-12,18:00,10155,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M001,2024-06-12,22:00,10153,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-12,08:00,5144,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-12,12:00,5147,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-12,18:00,5155,kWh,Asia/Shanghai,08:00,22:00,张三
S001,中关村店,M002,2024-06-12,22:00,5153,kWh,Asia/Shanghai,08:00,22:00,张三
S002,国贸店,M003,2024-06-12,08:00,8144,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-12,12:00,8147,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-12,18:00,8155,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M003,2024-06-12,22:00,8153,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-12,08:00,4144,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-12,12:00,4147,kWh,Asia/Shanghai,09:00,23:00,张三
S002,国贸店,M004,2024-06-12,18:00,4155,kWh,Asia/Shanghai,09:00,23:00,张三
